,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Unknown,Xinjiang,Yunnan,Zhejiang
3/3/22,1013,1504,622,1568,369,5033,1159,162,191,1482,2092,2677,484734,68377,1234,1630,1781,959,629,1029,82,122,30,2826,1144,4475,286,1490,1136,1,15623,996,1966,2275
3/4/22,1013,1513,623,1584,370,5158,1174,162,193,1488,2093,2680,557416,68378,1235,1638,1782,959,649,1031,82,122,30,2826,1158,4502,287,1499,1150,1,15754,996,1968,2277
3/5/22,1013,1526,623,1586,371,5250,1196,162,193,1502,2093,2685,624999,68378,1235,1647,1787,959,674,1031,82,122,30,2828,1248,4527,288,1509,1151,1,15895,996,1972,2285
3/6/22,1013,1532,624,1586,383,5370,1201,162,193,1511,2093,2690,664800,68380,1235,1654,1792,959,729,1031,82,122,30,2828,1295,4562,289,1520,1152,1,16086,996,1976,2286
3/7/22,1013,1554,624,1587,400,5462,1219,162,193,1515,2094,2690,701195,68380,1235,1656,1802,959,775,1035,82,122,30,2833,1337,4602,290,1522,1158,1,16509,996,1982,2292
3/8/22,1013,1565,624,1589,407,5508,1225,162,193,1526,2095,2690,739946,68380,1235,1659,1816,959,869,1036,82,122,30,2850,1398,4631,293,1535,1170,1,16933,996,1987,2293
3/9/22,1013,1583,624,1590,407,5558,1237,162,193,1536,2098,2699,770407,68380,1235,1662,1830,959,869,1040,82,122,30,2871,1464,4677,295,1539,1189,1,17306,996,1992,2299
3/10/22,1015,1603,626,1591,524,5620,1246,162,193,1552,2108,2703,801809,68384,1235,1664,1866,959,1133,1044,82,122,31,2889,1585,4720,295,1545,1213,1,17865,996,1998,2317
3/11/22,1016,1609,628,1592,535,5683,1256,162,193,1574,2111,2708,831190,68386,1236,1665,1886,959,1133,1047,82,122,32,2919,1751,4747,295,1557,1250,1,18638,996,2002,2341
3/12/22,1017,1627,636,1593,540,5779,1260,164,193,1607,2114,2709,858837,68386,1237,1666,1910,959,1269,1052,82,122,32,2958,1751,4761,295,1560,1273,1,19784,996,2004,2395
3/13/22,1017,1636,642,1604,553,5900,1271,164,193,1658,2121,2710,891267,68386,1237,1666,1927,959,2683,1061,82,122,32,3018,2033,4818,295,1568,1318,1,21080,996,2009,2410
3/14/22,1018,1651,652,1643,560,5968,1292,166,193,1671,2128,2711,918175,68387,1238,1666,1947,959,3578,1086,82,122,32,3071,2148,4839,295,1572,1372,1,21888,996,2013,2453
3/15/22,1020,1663,663,1643,560,6048,1321,168,193,1671,2143,2711,945940,68388,1238,1666,1960,959,6654,1120,82,122,32,3099,2148,4854,295,1581,1425,1,23563,996,2020,2453
3/16/22,1021,1675,667,1769,578,6152,1333,170,193,1747,2159,2713,975212,68388,1239,1666,1970,960,8852,1186,82,122,32,3125,2276,4877,295,1583,1483,1,24828,996,2026,2519
3/17/22,1021,1689,677,1885,594,6241,1347,170,193,1771,2175,2714,996862,68388,1241,1673,1974,962,8852,1233,82,122,32,3158,2340,4944,295,1583,1546,1,26091,996,2032,2551
3/18/22,1021,1700,680,1885,617,6306,1351,171,193,1775,2196,2715,1016944,68388,1247,1673,1977,962,10686,1306,82,122,32,3169,2384,4964,295,1587,1575,1,27958,996,2038,2574
3/19/22,1024,1715,683,2247,646,6379,1359,171,193,1796,2215,2718,1033541,68391,1253,1673,1978,968,13551,1345,82,122,32,3184,2441,4986,295,1591,1600,1,29741,996,2042,2604
3/20/22,1024,1723,684,2407,652,6424,1374,171,193,1847,2245,2719,1047690,68391,1281,1675,1978,969,13551,1380,82,122,32,3198,2457,5027,295,1593,1622,1,31966,996,2046,2607
3/21/22,1024,1733,686,2522,657,6461,1383,171,193,1858,2289,2726,1061758,68391,1289,1677,1981,983,15093,1448,82,122,32,3205,2482,5066,295,1599,1631,1,34381,996,2049,2619
3/22/22,1024,1738,687,2638,663,6484,1395,171,193,1867,2302,2738,1075910,68391,1301,1677,1983,992,19315,1484,82,122,32,3208,2506,5080,297,1606,1659,1,36735,996,2051,2630
3/23/22,1024,1742,687,2710,667,6500,1395,171,193,1875,2312,2748,1088150,68391,1308,1677,1991,1004,21125,1493,82,122,32,3209,2522,5094,297,1618,1688,1,39089,996,2052,2641
3/24/22,1025,1747,687,2728,667,6515,1418,172,193,1899,2335,2758,1101224,68391,1308,1677,1992,1027,22235,1502,82,122,32,3212,2522,5135,300,1624,1713,1,41849,996,2055,2645
3/25/22,1026,1755,688,2733,678,6526,1425,172,193,1918,2344,2761,1111629,68391,1311,1681,1998,1030,23357,1516,82,122,32,3213,2543,5182,303,1636,1748,1,45339,996,2056,2651
3/26/22,1028,1757,688,2734,680,6536,1432,172,193,1928,2352,2775,1120470,68391,1316,1681,1999,1032,24428,1544,82,122,32,3214,2548,5235,303,1648,1765,1,49679,996,2057,2653
3/27/22,1031,1759,688,2746,681,6546,1447,172,193,1935,2363,2785,1128507,68391,1316,1681,2002,1033,25518,1556,82,122,32,3218,2556,5295,303,1660,1773,1,53988,996,2058,2658
3/28/22,1033,1762,688,2756,681,6557,1462,172,193,1941,2368,2788,1136192,68391,1319,1681,2005,1034,26573,1566,82,122,32,3221,2569,5402,306,1687,1780,1,58890,996,2060,2662
3/29/22,1036,1765,689,2766,681,6572,1471,173,194,1947,2387,2814,1143788,68391,1322,1682,2006,1035,27723,1571,82,122,32,3221,2574,5731,308,1711,1782,1,64576,996,2064,2670
3/30/22,1037,1767,691,2777,681,6586,1479,173,196,1952,2406,2829,1150769,68391,1324,1683,2011,1036,29063,1580,82,122,32,3221,2576,6089,310,1732,1786,1,71680,997,2066,2682
3/31/22,1037,1769,691,2777,681,6592,1479,174,196,1952,2406,2829,1157415,68391,1324,1683,2011,1036,29063,1582,82,122,32,3221,2576,6454,310,1752,1787,1,78325,997,2066,2682
4/1/22,1040,1777,691,2797,681,6596,1483,174,206,1956,2443,2833,1163238,68391,1330,1683,2032,1040,32156,1587,82,122,34,3221,2590,6716,310,1776,1788,1,83806,997,2069,2712
4/2/22,1042,1777,691,2808,681,6608,1486,174,209,1957,2448,2833,1167713,68391,1331,1683,2037,1042,33112,1589,82,122,34,3224,2596,7160,311,1812,1789,1,91609,998,2069,2723
4/3/22,1046,1781,691,2827,681,6621,1487,176,215,1960,2463,2835,1171422,68391,1332,1683,2047,1046,33948,1589,82,122,34,3225,2603,7593,315,1836,1789,1,103253,998,2070,2731
4/4/22,1047,1791,691,2836,681,6630,1494,177,216,1966,2480,2838,1174560,68391,1332,1684,2054,1048,34740,1592,82,122,43,3225,2623,7864,319,1882,1792,1,114936,999,2072,2748
4/5/22,1047,1795,692,2844,681,6642,1498,177,226,1972,2488,2838,1177814,68391,1333,1684,2057,1050,35713,1599,82,122,43,3226,2628,8179,327,1906,1796,1,130170,999,2074,2765
4/6/22,1048,1800,692,2866,681,6643,1498,178,230,1975,2497,2839,1180591,68391,1334,1685,2060,1053,36603,1601,82,122,43,3226,2632,8508,334,1927,1796,1,149225,999,2075,2779
4/7/22,1048,1809,692,2888,681,6655,1510,178,233,1976,2499,2839,1183235,68391,1335,1687,2073,1058,37220,1602,82,122,43,3237,2638,9336,339,1941,1797,1,170904,999,2078,2787
4/8/22,1054,1817,693,2893,681,6664,1513,178,237,1978,2504,2840,1185727,68391,1335,1687,2078,1060,37468,1602,82,122,43,3245,2642,10353,345,1942,1797,1,193130,999,2078,2802
4/9/22,1054,1821,693,2905,681,6681,1518,178,243,1981,2505,2840,1188262,68392,1335,1687,2083,1063,37710,1604,82,122,43,3247,2646,11368,350,1948,1798,1,216448,999,2079,2818
4/10/22,1055,1822,693,2914,681,6703,1522,178,245,1981,2505,2840,1190183,68392,1335,1687,2090,1065,37897,1605,82,122,43,3254,2648,12285,351,1958,1798,1,241252,999,2081,2827
4/11/22,1055,1826,693,2921,681,6723,1527,178,266,1981,2506,2843,1191590,68393,1335,1688,2104,1067,38068,1606,82,122,43,3254,2651,13283,352,1965,1798,1,267564,999,2082,2838
4/12/22,1056,1826,693,2929,681,6749,1532,178,280,1982,2508,2846,1193023,68394,1337,1688,2109,1068,38301,1607,82,122,43,3256,2654,14473,352,1966,1799,1,290611,999,2083,2850
4/13/22,1058,1828,693,2942,681,6797,1538,178,283,1984,2515,2850,1194295,68394,1337,1688,2113,1069,38626,1608,82,122,45,3258,2655,17046,356,1971,1799,1,316978,999,2089,2859
4/14/22,1058,1831,694,2958,681,6821,1541,178,283,1984,2522,2851,1195338,68395,1337,1690,2115,1070,38800,1609,82,122,45,3261,2659,20246,366,1974,1800,1,343022,999,2108,2859
4/15/22,1058,1832,694,2979,681,6847,1543,178,285,1984,2547,2851,1196284,68395,1338,1691,2120,1071,38995,1610,82,122,52,3262,2661,23840,371,1975,1800,1,363397,999,2096,2886
4/16/22,1058,1832,694,2982,681,6879,1555,178,285,1984,2579,2854,1197078,68395,1339,1691,2122,1071,39162,1612,82,122,57,3265,2664,27080,380,1979,1800,1,383304,999,2096,2897
4/17/22,1059,1839,694,2983,681,6907,1556,179,285,1984,2609,2856,1197825,68395,1339,1692,2129,1081,39328,1612,82,122,57,3267,2667,29500,389,1984,1800,1,404705,999,2098,2931
4/18/22,1060,1842,694,2984,681,6931,1561,179,285,1985,2673,2859,1198438,68396,1340,1693,2140,1090,39416,1613,82,122,70,3268,2669,32584,394,1988,1800,1,424511,999,2101,2933
4/19/22,1060,1844,694,2986,681,6946,1561,179,285,1986,2718,2862,1199038,68396,1343,1693,2148,1115,39549,1613,82,122,71,3273,2670,35668,403,1991,1800,1,441775,999,2103,2942
4/20/22,1060,1845,694,2990,681,6955,1566,179,285,1987,2760,2863,1199706,68396,1346,1694,2156,1129,39644,1613,82,122,75,3273,2671,35079,408,1995,1800,1,458324,999,2105,2947
4/21/22,1060,1846,694,2996,681,6961,1568,179,288,1988,2794,2866,1200334,68396,1349,1694,2163,1162,39707,1613,82,122,75,3276,2671,37714,411,1997,1800,1,474439,999,2112,2962
4/22/22,1061,1854,694,3001,681,6972,1568,179,288,1992,2825,2871,1200908,68397,1358,1700,2169,1174,39843,1613,82,122,88,3276,2672,39645,413,1998,1800,1,490699,999,2112,2972
4/23/22,1063,1876,694,3002,681,6981,1572,179,288,1993,2851,2878,1201431,68398,1362,1706,2175,1184,39903,1614,82,122,88,3276,2676,42381,413,1999,1800,1,510903,999,2114,2984
4/24/22,1063,1891,694,3005,681,6986,1573,179,288,1993,2877,2883,1201860,68398,1374,1716,2180,1198,39982,1617,82,122,93,3276,2678,43782,415,2002,1802,1,530610,999,2116,2998
4/25/22,1064,1923,694,3008,681,6992,1577,179,288,1995,2895,2891,1202291,68398,1376,1723,2182,1291,40026,1642,82,122,94,3276,2681,46254,417,2003,1802,1,547289,999,2116,3006
4/26/22,1065,1954,695,3009,681,6993,1579,179,288,1996,2920,2894,1202638,68398,1378,1730,2190,1347,40077,1642,82,122,94,3276,2687,47915,418,2007,1802,1,562182,999,2116,3023
4/27/22,1065,2003,696,3011,681,6994,1579,179,288,1998,2931,2898,1203068,68398,1379,1739,2192,1358,40133,1643,82,122,95,3277,2695,49521,418,2011,1803,1,573346,999,2116,3069
4/28/22,1065,2052,697,3014,681,7004,1581,179,288,1998,2936,2900,1203481,68398,1380,1742,2195,1362,40175,1644,82,122,95,3277,2702,50813,418,2015,1803,1,582276,999,2117,3101
4/29/22,1065,2102,697,3018,681,7033,1583,179,288,1998,2938,2902,1203847,68398,1383,1748,2200,1364,40195,1645,82,122,95,3277,2711,56302,418,2042,1803,1,587178,1001,2119,3109
4/30/22,1065,2155,698,3019,681,7054,1584,179,288,1998,2943,2906,1204210,68398,1385,1750,2203,1369,40211,1645,82,122,95,3277,2717,57552,418,2049,1803,1,595534,1005,2119,3109
5/1/22,1065,2191,698,3022,681,7082,1587,179,288,1998,2952,2907,1204510,68398,1385,1751,2206,1371,40242,1646,82,122,95,3277,2722,59070,418,2057,1804,1,602240,1007,2119,3111
5/2/22,1065,2242,699,3031,681,7091,1590,179,288,1998,2965,2909,1204793,68398,1385,1752,2206,1376,40242,1651,82,122,95,3277,2725,59344,420,2063,1804,1,608631,1007,2119,3111
5/3/22,1065,2289,699,3035,681,7103,1590,179,288,1998,2972,2921,1205083,68398,1385,1752,2209,1378,40245,1651,82,122,95,3277,2729,59607,420,2064,1804,1,614155,1008,2119,3114
5/4/22,1065,2332,699,3037,681,7119,1592,179,288,1998,2977,2935,1205396,68398,1387,1752,2212,1381,40249,1653,82,122,95,3277,2731,59870,420,2065,1804,1,619129,1008,2120,3124
5/5/22,1065,2387,700,3051,681,7134,1592,180,288,2002,2982,2959,1205717,68398,1389,1752,2213,1383,40251,1655,82,122,95,3277,2731,60115,420,2066,1804,1,623679,1008,2120,3124
5/6/22,1065,2433,701,3053,681,7144,1592,180,288,2002,2983,2988,1206041,68398,1391,1752,2213,1383,40254,1656,82,122,95,3277,2732,60368,420,2067,1804,1,627830,1008,2120,3126
5/7/22,1065,2477,703,3058,681,7166,1593,180,288,2003,2983,3013,1206319,68398,1391,1753,2214,1383,40257,1656,82,122,99,3277,2733,60585,420,2067,1804,1,631969,1008,2120,3127
5/8/22,1065,2510,703,3062,681,7201,1594,180,288,2003,2983,3027,1206585,68398,1392,1753,2214,1383,40257,1656,82,122,101,3277,2733,60909,420,2067,1804,1,635961,1008,2120,3128
5/9/22,1065,2572,703,3064,681,7218,1597,181,288,2003,2983,3052,1206818,68398,1392,1753,2214,1383,40257,1658,82,122,111,3277,2733,61143,420,2068,1804,1,639641,1008,2120,3128
5/10/22,1065,2597,703,3077,681,7230,1600,181,288,2003,2983,3074,1207091,68398,1392,1753,2215,1383,40257,1663,82,122,121,3277,2733,61372,420,2069,1804,1,642586,1008,2121,3130
5/11/22,1065,2632,703,3081,681,7235,1605,182,288,2003,2983,3095,1207371,68398,1392,1753,2215,1383,40260,1665,82,122,121,3277,2733,61516,420,2069,1804,1,643978,1008,2125,3130
5/12/22,1065,2675,705,3096,681,7247,1607,182,288,2003,2983,3110,1207665,68398,1392,1753,2215,1383,40260,1665,82,122,142,3278,2733,61743,420,2075,1804,1,645547,1008,2125,3130
5/13/22,1065,2707,707,3114,681,7255,1609,182,288,2003,2983,3117,1207963,68398,1393,1753,2215,1383,40261,1667,82,122,146,3278,2734,61938,420,2078,1804,1,647572,1008,2125,3130
5/14/22,1065,2740,708,3121,681,7257,1610,184,288,2004,2983,3122,1208247,68398,1393,1753,2215,1383,40262,1669,82,122,146,3278,2734,62106,420,2092,1804,1,649220,1008,2127,3130
5/15/22,1065,2779,708,3128,681,7264,1610,185,288,2004,2983,3130,1208506,68398,1393,1753,2216,1383,40262,1670,82,122,146,3278,2734,62176,420,2106,1804,1,650649,1008,2128,3132
5/16/22,1065,2822,708,3138,681,7266,1610,185,288,2004,2983,3141,1208740,68398,1393,1753,2217,1383,40267,1670,82,122,146,3278,2735,62253,420,2122,1811,1,651672,1008,2130,3132
5/17/22,1065,2874,708,3147,681,7268,1611,185,288,2004,2983,3144,1209068,68398,1393,1753,2218,1383,40276,1670,82,122,147,3278,2735,62350,420,2171,1827,1,652538,1008,2130,3132
5/18/22,1065,2924,708,3154,681,7271,1611,185,288,2004,2983,3155,1209397,68398,1393,1753,2218,1383,40282,1670,82,122,147,3278,2735,62433,420,2212,1835,1,653523,1008,2132,3133
5/19/22,1065,2975,708,3163,681,7274,1613,185,288,2004,2983,3159,1209688,68398,1393,1753,2220,1383,40284,1671,82,122,147,3278,2735,62523,420,2232,1843,1,654332,1008,2133,3133
5/20/22,1065,3033,708,3172,681,7278,1615,185,288,2004,2983,3160,1209931,68398,1393,1753,2222,1383,40284,1671,82,122,147,3278,2735,62607,420,2266,1849,1,655240,1008,2133,3134
5/21/22,1065,3085,708,3179,681,7279,1617,185,288,2004,2983,3163,1210159,68398,1393,1753,2222,1383,40284,1671,82,122,147,3279,2735,62660,420,2278,1885,1,656183,1008,2135,3134
5/22/22,1065,3168,708,3188,681,7280,1617,185,288,2004,2983,3163,1210396,68398,1393,1753,2222,1383,40284,1672,82,122,147,3279,2735,62716,420,2283,1917,1,656867,1008,2135,3134
5/23/22,1065,3209,709,3193,681,7282,1619,185,288,2004,2983,3163,1210586,68398,1393,1753,2223,1383,40285,1673,82,122,147,3283,2735,62774,420,2304,1933,1,657493,1008,2136,3136
5/24/22,1065,3250,709,3201,681,7284,1621,185,288,2004,2983,3165,1210836,68398,1393,1753,2224,1383,40287,1673,82,122,147,3283,2735,62818,420,2312,1940,1,657968,1008,2136,3136
5/25/22,1065,3287,710,3212,681,7288,1622,185,288,2004,2983,3174,1211087,68398,1393,1753,2225,1383,40287,1673,82,122,147,3283,2735,62867,420,2314,1951,1,658401,1008,2140,3136
5/26/22,1065,3310,711,3220,681,7289,1622,185,288,2004,2983,3174,1211338,68398,1393,1753,2230,1383,40289,1673,83,122,147,3283,2735,62913,420,2320,1958,1,658772,1008,2143,3136
5/27/22,1065,3330,711,3232,681,7291,1626,185,288,2004,2983,3178,1211588,68398,1393,1753,2234,1383,40292,1675,83,122,147,3283,2735,62952,420,2322,1962,1,659075,1008,2143,3136
5/28/22,1065,3344,711,3247,681,7292,1627,185,288,2004,2984,3180,1211858,68399,1393,1753,2235,1383,40292,1675,83,122,147,3283,2735,62984,420,2329,1969,1,659319,1008,2143,3136
5/29/22,1065,3352,711,3251,681,7296,1629,185,288,2004,2984,3180,1212095,68399,1393,1753,2235,1383,40292,1675,83,122,147,3283,2735,62990,420,2330,1975,1,659503,1008,2145,3137
5/30/22,1065,3368,711,3258,681,7301,1632,185,288,2004,2984,3180,1212370,68399,1393,1753,2235,1383,40293,1675,83,122,147,3283,2735,63003,420,2332,1975,1,659648,1008,2148,3137
5/31/22,1065,3382,712,3262,681,7303,1634,185,288,2005,2984,3182,1212699,68399,1393,1753,2235,1383,40293,1675,83,122,147,3283,2735,63009,420,2334,1975,1,659768,1008,2149,3137
6/1/22,1065,3382,712,3262,681,7303,1634,185,288,2005,2984,3182,1213204,68399,1393,1753,2235,1383,40293,1675,83,122,147,3283,2735,63009,420,2334,1975,1,659861,1008,2149,3137
6/2/22,1065,3401,713,3271,681,7307,1638,185,288,2005,2984,3183,1213693,68399,1393,1756,2235,1383,40293,1675,83,122,147,3283,2735,63028,421,2339,1975,1,659948,1008,2150,3137
6/3/22,1065,3410,713,3285,681,7311,1639,185,288,2005,2984,3183,1214192,68399,1393,1767,2235,1383,40293,1675,83,122,147,3283,2735,63035,421,2343,1975,1,660066,1008,2152,3138
6/4/22,1065,3410,713,3285,681,7311,1639,185,288,2005,2984,3183,1214638,68399,1393,1767,2235,1383,40293,1675,83,122,147,3283,2735,63035,421,2343,1975,1,660066,1008,2152,3138
6/5/22,1065,3432,713,3295,681,7316,1641,185,288,2005,2984,3183,1215153,68399,1393,1794,2235,1383,40293,1675,83,122,147,3283,2736,63042,421,2348,1977,1,660292,1008,2153,3139
6/6/22,1065,3432,713,3302,681,7319,1643,185,288,2005,2984,3183,1215696,68399,1393,1814,2235,1383,40293,1688,83,122,147,3283,2736,63052,421,2352,1978,1,660430,1008,2154,3139
6/7/22,1065,3436,714,3311,681,7320,1644,185,288,2005,2984,3183,1215935,68399,1393,1849,2235,1383,40293,1688,83,122,147,3283,2738,63064,422,2353,1978,1,660566,1008,2154,3139
6/8/22,1065,3438,715,3315,681,7324,1646,185,288,2005,2985,3183,1216228,68399,1393,1886,2235,1383,40293,1699,83,122,147,3283,2738,63068,422,2354,1978,1,660714,1008,2157,3139
6/9/22,1065,3447,715,3317,681,7327,1649,185,288,2005,2985,3183,1216842,68399,1393,1901,2235,1383,40293,1701,83,122,147,3284,2738,63076,423,2355,1978,1,660874,1008,2157,3139
6/10/22,1065,3486,715,3321,681,7329,1649,185,288,2005,2985,3183,1217510,68399,1393,1920,2235,1383,40293,1704,83,122,147,3284,2738,63087,423,2356,1978,1,660975,1008,2157,3139
6/11/22,1065,3520,715,3327,681,7332,1649,185,288,2005,2985,3183,1218361,68399,1394,1998,2235,1383,40293,1704,83,122,147,3284,2738,63098,423,2356,1979,1,661104,1008,2157,3139
6/12/22,1065,3549,717,3330,681,7335,1649,185,288,2005,2986,3183,1219175,68399,1394,2025,2235,1383,40293,1704,83,122,147,3289,2738,63111,423,2357,1981,1,661191,1008,2157,3142
6/13/22,1065,3591,718,3337,681,7343,1649,185,288,2005,2986,3183,1219912,68399,1396,2040,2235,1383,40293,1704,83,122,147,3301,2738,63116,423,2357,1984,1,661316,1008,2157,3142
6/14/22,1065,3616,718,3342,681,7348,1649,185,288,2005,2986,3183,1220761,68399,1397,2054,2236,1383,40293,1706,83,122,147,3302,2738,63134,423,2359,1985,1,661444,1008,2157,3144
6/15/22,1065,3631,720,3349,681,7354,1649,185,288,2007,2986,3183,1221808,68399,1397,2067,2236,1383,40293,1709,83,122,147,3302,2738,63147,423,2360,1985,1,661589,1008,2157,3146
6/16/22,1065,3644,721,3359,681,7361,1649,185,288,2007,2986,3183,1222987,68400,1398,2073,2236,1383,40293,1713,83,122,147,3305,2738,63152,423,2362,1985,1,661693,1008,2157,3147
6/17/22,1065,3646,721,3363,681,7367,1649,185,288,2007,2987,3183,1224132,68401,1399,2078,2238,1383,40293,1717,83,122,147,3306,2738,63155,423,2363,1985,1,661792,1008,2161,3147
6/18/22,1065,3647,721,3372,681,7368,1649,185,288,2007,2987,3183,1225408,68401,1400,2079,2239,1383,40293,1718,83,122,147,3307,2748,63164,423,2363,1985,1,661958,1008,2162,3147
6/19/22,1065,3651,721,3379,681,7371,1649,185,288,2007,2987,3183,1226684,68401,1400,2079,2239,1384,40293,1718,91,122,147,3310,2748,63179,423,2363,1988,1,662071,1008,2164,3147
6/20/22,1065,3655,721,3385,681,7377,1649,185,288,2007,2987,3183,1228011,68401,1400,2079,2239,1384,40293,1718,93,122,147,3313,2748,63194,423,2363,1989,1,662139,1008,2164,3149
6/21/22,1065,3660,721,3389,681,7385,1649,185,288,2007,2987,3183,1229209,68401,1400,2081,2239,1384,40293,1718,98,122,147,3316,2748,63198,423,2363,1993,1,662241,1008,2164,3150
6/22/22,1065,3664,725,3395,681,7397,1649,185,288,2007,2987,3183,1230656,68401,1400,2082,2239,1384,40293,1718,107,122,147,3318,2748,63216,423,2364,1993,1,662331,1008,2164,3150
6/23/22,1065,3669,725,3397,681,7403,1649,185,288,2007,2987,3183,1232306,68401,1400,2097,2239,1384,40293,1718,115,122,147,3318,2749,63221,423,2366,1994,1,662414,1008,2164,3150
6/24/22,1065,3674,726,3402,681,7417,1649,185,288,2007,2987,3183,1234166,68401,1401,2097,2242,1386,40293,1718,125,122,147,3323,2749,63226,423,2370,1995,1,662505,1008,2169,3152
6/25/22,1065,3675,726,3408,682,7427,1649,185,288,2007,2988,3183,1235960,68401,1401,2097,2244,1386,40293,1718,129,122,147,3323,2749,63230,423,2372,2003,1,662594,1008,2173,3152
6/26/22,1065,3678,729,3412,682,7431,1649,185,288,2007,2988,3183,1237877,68402,1401,2097,2245,1386,40293,1718,129,122,147,3329,2749,63238,423,2373,2008,1,662662,1008,2174,3154
6/27/22,1065,3679,729,3418,682,7436,1649,185,288,2007,2988,3183,1239750,68402,1401,2097,2245,1386,40293,1718,172,122,147,3329,2749,63241,423,2373,2008,1,662722,1008,2174,3155
6/28/22,1065,3680,732,3422,682,7443,1649,185,288,2007,2988,3183,1241435,68402,1401,2097,2247,1389,40293,1718,189,122,147,3329,2751,63242,423,2374,2008,1,662804,1008,2174,3155
6/29/22,1066,3683,733,3429,682,7446,1649,185,288,2007,2988,3183,1243439,68402,1401,2097,2252,1389,40293,1718,205,122,147,3331,2751,63252,423,2375,2008,1,662908,1008,2174,3155
6/30/22,1075,3683,734,3436,682,7448,1649,185,288,2007,2988,3183,1245797,68402,1401,2097,2253,1389,40293,1718,264,122,147,3334,2755,63256,423,2377,2010,1,662982,1008,2174,3157
7/1/22,1109,3683,736,3443,682,7458,1649,185,291,2007,2988,3183,1248115,68402,1401,2098,2256,1390,40293,1718,325,122,147,3334,2760,63259,423,2377,2011,1,662982,1008,2174,3159
7/2/22,1170,3684,740,3451,682,7463,1649,185,291,2007,2988,3183,1250342,68402,1401,2100,2260,1391,40293,1718,348,122,147,3338,2766,63266,423,2378,2011,1,663378,1008,2174,3159
